type,title,age_certification,description,release_year,genre,seasons,titleType,runtimeMinutes,averageRating,numVotes,platform,year
MOVIE,Kadhalil Sodhappuvadhu Yeppadi,,"Indian bilingual romantic comedy film based on the same-titled short film directed by debutant Balaji Mohan. Starring Siddharth and Amala Paul,the film was simultaneously produced in both Tamil and Telugu languages",2012.0,"['romance', 'comedy']",,movie,127,7.1,1439.0,amazon prime,
MOVIE,A Mother's Nightmare,,A seductive teen becomes vindictive when her boyfriend tries to end the relationship.,2012.0,"['thriller', 'crime']",,tvMovie,85,5.8,2192.0,amazon prime,
MOVIE,Dear Santa,PG,"Crystal, a rich party girl, finds a little girl's letter to Santa asking for a new mother, and she vows to win over the father and daughter before the holidays.",2011.0,"['romance', 'drama']",,tvMovie,90,6.4,2818.0,amazon prime,
MOVIE,Sri Rama Rajyam,,"Lord Sri Rama (Balakrishna) retains his wife Sita (Nayanthara) comes back to their kingdom Ayodhya, after killing Ravana. And Sri Rama will continue his charisma in ruling the kingdom after his Pattabhishekam. On one day he will hear the sweet news that Sita is pregnant. Everything looks fine, but on one day Sri Rama came to know that people in his kingdom are having discussions about Sita’s character, as she spent some time in Ravana’s place. So, Rama decides himself to leave Sita and she is sent to the forest. There she was protected by Valmiki and was given shelter in his Ashram. Later she gives birth at Ashram to twins; Lava and Kusa. Later she gives birth at Ashram to twins; Lava and Kusa. What are the incidents that happens next forms the Sri Rama Rajyam Story.",2011.0,"['fantasy', 'drama']",,movie,172,6.7,1036.0,amazon prime,
SHOW,Vikings,TV-MA,"The adventures of Ragnar Lothbrok, the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods. Legend has it that he was a direct descendant of Odin, the god of war and warriors.",2013.0,"['action', 'drama', 'war', 'history', 'romance', 'european']",6.0,tvSeries,44,8.5,525536.0,amazon prime,
SHOW,Black Sails,TV-MA,"The pirate adventures of Captain Flint and his men twenty years prior to Robert Louis Stevenson’s classic “Treasure Island.” Flint, the most brilliant and most feared pirate captain of his day, takes on a fast-talking young addition to his crew who goes by the name John Silver. Threatened with extinction on all sides, they fight for the survival of New Providence Island, the most notorious criminal haven of its day – a debauched paradise teeming with pirates, prostitutes, thieves and fortune seekers, a place defined by both its enlightened ideals and its stunning brutality.",2014.0,"['action', 'drama']",4.0,tvSeries,56,8.2,104459.0,amazon prime,
SHOW,The Americans,TV-MA,"Set during the Cold War period in the 1980s, The Americans is the story of Elizabeth and Philip Jennings, two Soviet KGB officers posing as an American married couple in the suburbs of Washington D.C. and their neighbor, Stan Beeman, an FBI Counterintelligence agent.",2013.0,"['crime', 'drama', 'thriller']",6.0,tvSeries,44,8.4,99010.0,amazon prime,
SHOW,The Fall,TV-MA,"When the Police Service of Northern Ireland are unable to close a case after 28 days, Detective Superintendent Stella Gibson of the Metropolitan Police Service is called in to review the case. Under her new leadership, the local detectives must track down and stop a serial killer who is terrorising the city of Belfast.",2013.0,"['crime', 'drama', 'thriller']",3.0,tvSeries,60,8.1,104741.0,amazon prime,
SHOW,Nathan For You,TV-14,"Self-proclaimed business expert, writer, director and comedian Nathan Fielder helps real small businesses turn a profit with marketing tactics that no ordinary consultant would dare to attempt. From driving foot traffic to an off-the-strip souvenir shop by using Hollywood flair and a Johnny Depp impersonator, to creating a rebate that can only be redeemed by climbing a mountain, to founding a coffee shop called ""Dumb Starbucks,” Nathan has always gone to the limit to make his ideas come to life. With his unorthodox approach to problem solving, Nathan’s genuine efforts to do good often draw the real people he encounters into an experience far beyond what they signed up for.",2013.0,"['comedy', 'documentation']",4.0,tvSeries,30,8.9,29948.0,amazon prime,
MOVIE,Coherence,PG,"On the night of an astronomical anomaly, eight friends at a dinner party experience a troubling chain of reality bending events.",2013.0,"['scifi', 'thriller', 'documentation', 'drama', 'horror']",,movie,89,7.2,128069.0,amazon prime,
SHOW,Endeavour,TV-14,"The early days of a young Endeavour Morse, whose experiences as a detective constable with the Oxford City Police will ultimately shape his future.",2013.0,"['drama', 'crime', 'european']",8.0,tvSeries,89,8.6,26220.0,amazon prime,
SHOW,Ray Donovan,TV-MA,"Set in the sprawling mecca of the rich and famous, Ray Donovan does the dirty work for LA's top power players, and makes their problems disappear. His father's unexpected release from prison sets off a chain of events that shakes the Donovan family to its core.",2013.0,"['drama', 'crime']",7.0,tvSeries,60,8.3,86991.0,amazon prime,
MOVIE,World War Z,PG-13,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",2013.0,"['scifi', 'action', 'horror', 'thriller']",,movie,116,7.0,661276.0,amazon prime,
MOVIE,Inside Llewyn Davis,R,"In Greenwich Village in the early 1960s, gifted but volatile folk musician Llewyn Davis struggles with money, relationships, and his uncertain future following the suicide of his singing partner.",2013.0,"['drama', 'comedy', 'music', 'european']",,movie,104,7.4,154222.0,amazon prime,
MOVIE,Pain & Gain,R,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.",2013.0,"['crime', 'action', 'comedy', 'drama', 'thriller']",,movie,129,6.4,217421.0,amazon prime,
SHOW,The White Queen,TV-MA,"Set against the backdrop of the Wars of the Roses, the series is the story of the women caught up in the protracted conflict for the throne of England.",2013.0,"['drama', 'history', 'romance', 'war', 'european']",1.0,tvMiniSeries,60,7.7,28043.0,amazon prime,
SHOW,Detectorists,TV-14,"The lives of two eccentric metal detectorists, who spend their days plodding along ploughed tracks and open fields, hoping to disturb the tedium by unearthing the fortune of a lifetime.",2014.0,"['comedy', 'european']",3.0,tvSeries,30,8.6,14593.0,amazon prime,
SHOW,The Missing,TV-MA,"A gripping anthological relationship thriller series exploring the emotional fallout of a child's abduction not only on the family but on the wider community, told over two time frames.",2014.0,"['crime', 'drama', 'european']",2.0,tvSeries,60,8.2,26916.0,amazon prime,
SHOW,Grantchester,TV-14,"In 1953 at the hamlet of Grantchester, Sidney Chambers—a charismatic, charming clergyman—turns investigative vicar when one of his parishioners dies in suspicious circumstances.",2014.0,"['drama', 'crime', 'european']",7.0,tvSeries,45,7.9,14339.0,amazon prime,
MOVIE,Star Trek Into Darkness,PG-13,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",2013.0,"['scifi', 'action']",,movie,132,7.7,483066.0,amazon prime,
MOVIE,Oculus,R,A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.,2013.0,['horror'],,movie,104,6.5,129386.0,amazon prime,
MOVIE,Nebraska,R,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.",2013.0,"['action', 'drama', 'comedy']",,movie,115,7.7,118499.0,amazon prime,
MOVIE,Carrie,R,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",2013.0,"['horror', 'drama']",,movie,100,5.8,140651.0,amazon prime,
SHOW,Utopia,TV-MA,"The  Utopia Experiments is a legendary graphic novel shrouded in mystery.  When a group of strangers find themselves in possession of an original  manuscript, their lives suddenly and brutally implode.",2013.0,"['scifi', 'drama', 'thriller', 'european']",2.0,tvSeries,50,8.4,46821.0,amazon prime,
SHOW,The Affair,TV-MA,"The Affair explores the emotional effects of an extramarital relationship between Noah Solloway and Alison Lockhart after the two meet in the resort town of Montauk in Long Island. Noah is a New York City schoolteacher with one novel published (book entitled A Person who Visits a Place) and he is struggling to write a second book. He is happily married with four children, but resents his dependence on his wealthy father-in-law. Alison is a young waitress trying to piece her life and marriage back together in the wake of the tragic death of her child. The story of the affair is told separately, complete with distinct memory biases, from the male and female perspectives.",2014.0,['drama'],5.0,tvSeries,60,7.9,45685.0,amazon prime,
SHOW,The Tunnel,TV-14,"The plot follows detectives Karl Roebuck and Elise Wasserman working together to find a serial killer who left the upper-half body of a French politician and the lower-half of a British prostitute in the Channel Tunnel, at the midpoint between France and the UK. They later learn that the killer—who comes to be nicknamed the ""Truth Terrorist""—is on a moral crusade to highlight many social problems, terrorising both countries in the process",2013.0,"['thriller', 'action', 'drama', 'crime', 'european']",3.0,tvSeries,60,7.8,9344.0,amazon prime,
SHOW,The Bridge,TV-MA,A murdered body on a bridge between El Paso and Juarez bring together El Paso detective Sonya Cross and Chihuahua State Police detective Marco Ruiz.,2013.0,"['drama', 'thriller', 'crime']",2.0,tvSeries,43,7.6,19318.0,amazon prime,
MOVIE,Europa Report,PG-13,A crew of international astronauts are sent on a private mission to Jupiter's fourth moon.,2013.0,"['scifi', 'thriller', 'action', 'drama']",,movie,97,6.4,71573.0,amazon prime,
SHOW,Da Vinci's Demons,TV-MA,"The series follows the ""untold"" story of Leonardo Da Vinci: the genius during his early years in Renaissance Florence. As a 25-year old artist, inventor, swordsman, lover, dreamer and idealist, he struggles to live within the confines of his own reality and time as he begins to not only see the future, but invent it.",2013.0,"['drama', 'romance', 'fantasy', 'history']",3.0,tvSeries,60,7.9,76862.0,amazon prime,
MOVIE,G.I. Joe: Retaliation,PG-13,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",2013.0,"['thriller', 'action', 'scifi']",,movie,110,5.7,181874.0,amazon prime,
MOVIE,The Hundred-Foot Journey,PG,A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.,2014.0,"['drama', 'comedy']",,movie,122,7.3,83233.0,amazon prime,
SHOW,The Village,TV-14,"The Village tells the story of life in a Derbyshire village through the eyes of a central character, Bert Middleton.",2013.0,['drama'],2.0,tvSeries,60,7.7,2363.0,amazon prime,
MOVIE,What If,PG-13,"Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life.",2013.0,"['drama', 'comedy', 'european', 'romance']",,movie,98,6.8,78030.0,amazon prime,
MOVIE,Hansel & Gretel: Witch Hunters,R,"After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.",2013.0,"['horror', 'fantasy', 'action']",,movie,88,6.1,206756.0,amazon prime,
MOVIE,Fading Gigolo,R,"Fioravante decides to become a professional Don Juan as a way of making money to help his cash-strapped friend, Murray. With Murray acting as his ""manager"", the duo quickly finds themselves caught up in the crosscurrents of love and money.",2013.0,"['comedy', 'romance']",,movie,90,6.2,24655.0,amazon prime,
MOVIE,Ida,PG-13,"Anna, a young novitiate in 1960s Poland, is on the verge of taking her vows when she discovers a family secret dating back to the years of the German occupation.",2013.0,"['drama', 'european']",,movie,82,7.4,57881.0,amazon prime,
SHOW,Hand of God,TV-MA,"A morally corrupt judge suffers a breakdown and believes that God is speaking directly to him, compelling him onto a path of vigilante justice.",2014.0,"['drama', 'crime']",2.0,tvSeries,60,7.4,11500.0,amazon prime,
MOVIE,Faults,,"Claire is under the grip of a mysterious new cult called Faults. Desperate to be reunited with their daughter, Claire's parents recruit one of the world's foremost experts on mind control, Ansel Roth.",2014.0,"['crime', 'comedy', 'drama']",,movie,89,6.7,9823.0,amazon prime,
MOVIE,Honeymoon,R,"Young newlyweds Paul and Bea travel to a remote lake cottage for their honeymoon, where the promise of private romance awaits them. Shortly after arriving, Paul finds Bea wandering and disoriented in the middle of the night.",2014.0,"['horror', 'thriller', 'drama', 'fantasy', 'romance', 'scifi']",,movie,87,5.7,26030.0,amazon prime,
MOVIE,Jackass Presents: Bad Grandpa,R,"86-year-old Irving Zisman is on a journey across America with the most unlikely companion: his 8 year-old grandson, Billy.",2013.0,['comedy'],,movie,92,6.5,95385.0,amazon prime,
MOVIE,Odd Thomas,PG-13,"In a California desert town, a short-order cook with clairvoyant abilities encounters a mysterious man with a link to dark, threatening forces.",2013.0,"['thriller', 'comedy', 'fantasy', 'horror', 'romance']",,movie,100,6.8,53672.0,amazon prime,
SHOW,Our Girl,TV-14,Drama following the extraordinary adventures of female medics in the British Army.,2014.0,"['war', 'action', 'drama', 'thriller', 'european']",5.0,tvSeries,60,7.6,4150.0,amazon prime,
MOVIE,Sharknado,,"A freak hurricane hits Los Angeles, causing man-eating sharks to be scooped up in tornadoes and flooding the city with shark-infested seawater. Surfer and bar-owner Fin sets out with his friends Baz and Nova to rescue his estranged wife April and teenage daughter Claudia.",2013.0,"['fantasy', 'horror', 'scifi', 'thriller', 'action', 'comedy']",,tvMovie,86,3.3,49926.0,amazon prime,
MOVIE,Anna,R,"A man with the ability to enter peoples' memories takes on the case of a brilliant, troubled sixteen-year-old girl to determine whether she is a sociopath or a victim of trauma.",2013.0,"['drama', 'thriller', 'european', 'scifi']",,movie,99,6.4,23857.0,amazon prime,
MOVIE,Phantom,R,"The haunted Captain of a Soviet submarine holds the fate of the world in his hands. Forced to leave his family behind, he is charged with leading a covert mission cloaked in mystery.",2013.0,"['thriller', 'history', 'war', 'drama']",,movie,98,5.9,14639.0,amazon prime,
SHOW,Generation War,TV-14,"Five young German friends promise to meet again after WW2 ends, but soon their naive wishes of peace and happiness will become a long and tragic nightmare.",2013.0,"['drama', 'war', 'action', 'history', 'european']",1.0,tvMiniSeries,270,8.4,29889.0,amazon prime,
SHOW,Atlantis,TV-PG,"A fantasy drama set in a world of legendary heroes and mythical creatures. Far from home and desperate for answers, Jason washes up on the shores of an ancient land. A mysterious place; a world of bull leaping, of snake haired goddesses and of palaces so vast it was said they were built by giants - this is the city of Atlantis. Aided by his two new friends, Pythagoras and Hercules, Jason embarks on a voyage of discovery, and salvation, which sees him brush shoulders with Medusa, come face to face with the Minotaur and even do battle with the dead.",2013.0,"['scifi', 'drama', 'fantasy', 'romance', 'european']",2.0,tvSeries,45,6.5,11718.0,amazon prime,
MOVIE,Pride,R,"Set in the summer of 1984 – Margaret Thatcher is in power and the National Union of Mineworkers (NUM) is on strike. At the Gay Pride March in London, a group of gay and lesbian activists decides to raise money to support the families of the striking miners. So they created the LGSM (Lesbian, Gays, Support the Miners) but there is a problem. The Union seems embarrassed to receive their support.",2014.0,"['drama', 'comedy', 'history', 'romance']",,movie,119,7.8,57343.0,amazon prime,
SHOW,Jo,,"Jo is an English-language French police procedural television series created by Canadian/USA screenwriter René Balcer of Law & Order fame with French writing team Franck Ollivier & Malina Detcheva, known for the mini-series Lost Signs. It is co-produced by the French Atlantique Productions and the Belgian Stromboli Pictures companies in association with broadcast partners TF1, RTBF, Sat.1, ORF and RTS.",2013.0,"['action', 'documentation', 'crime', 'drama']",1.0,tvMiniSeries,\N,6.5,1548.0,amazon prime,
SHOW,Gracepoint,TV-MA,"When a young boy is found dead on an idyllic beach, a major police investigation gets underway in the small California seaside town where the tragedy occurred. Soon deemed a homicide, the case sparks a media frenzy, which throws the boy's family into further turmoil and upends the lives of all of the town's residents.",2014.0,['crime'],1.0,tvMiniSeries,60,7.0,6348.0,amazon prime,
SHOW,The Fosters,TV-14,"Stef Foster, a dedicated police officer, and her partner Lena Adams, a school vice principal, have built a close-knit, loving family with Stef's biological son from a previous marriage, Brandon, and their adopted twins, Mariana and Jesus. Their lives are disrupted in unexpected ways when Lena meets Callie, a hardened teen with an abusive past who has spent her life in and out of foster homes. Lena and Stef welcome Callie and her brother, Jude, into their home thinking it's just for a few weeks, until a more permanent placement can be found. But life has something else in store for the Fosters.",2013.0,"['drama', 'romance']",5.0,tvSeries,60,7.9,28269.0,amazon prime,
SHOW,The Great Train Robbery,,"8 August 1963: Britain wakes up to news of the biggest robbery in the country’s history. A train has been hijacked and robbed, 35 miles from its arrival in central London. The country is stunned. Who could be behind it? How did they pull off such an audacious raid?",2013.0,"['drama', 'crime', 'history', 'thriller', 'european']",1.0,tvMiniSeries,90,7.3,4262.0,amazon prime,
SHOW,Red Oaks,TV-MA,"A coming-of-age comedy set in the ""go-go"" 80s  that is equal parts hijinks and heartfelt about a college student enjoying a last hurrah before summer comes to an end--and the future begins. 

David Myers, an assistant tennis pro at the Red Oaks Country Club in suburban New Jersey in 1985, is both reeling from his father's heart attack and conflicted about what major to declare in the fall. While there, he meets a colorful cast of misfit co-workers and wealthy club members including an alluring art student named Skye and her corporate raider father Getty.",2014.0,"['comedy', 'drama', 'sport']",3.0,tvSeries,30,7.9,11831.0,amazon prime,
MOVIE,Romeo & Juliet,PG-13,"In Verona, bad blood between the Montague and Capulet families leads to much bitterness. Despite the hostility, Romeo Montague manages an invitation to a masked ball at the estate of the Capulets and meets Juliet, their daughter. The two are instantly smitten but dismayed to learn that their families are enemies. Romeo and Juliet figure out a way to pursue their romance, but Romeo is banished for his part in the slaying of Juliet's cousin, Tybalt.",2013.0,"['drama', 'romance', 'european']",,movie,118,5.7,11996.0,amazon prime,
SHOW,Mozart in the Jungle,TV-MA,"In the tradition of Anthony Bourdain's ""Kitchen Confidential"" and Gelsey Kirkland's ""Dancing on my Grave"" comes an insider’s look into the secret world of classical musicians.

From her debut recital at Carnegie Recital Hall to the Broadway pits of ""Les Miserables"" and ""Miss Saigon,"" Blair Tindall has played with some of the biggest names in classical music for twenty-five years. Now in ""Mozart in the Jungle,"" Tindall exposes the scandalous rock and roll lifestyles of the musicians, conductors, and administrators who inhabit the insular world of classical music.",2014.0,"['comedy', 'drama', 'music']",4.0,tvSeries,29,8.1,24805.0,amazon prime,
SHOW,Mayday,,It's Mayday in a small town steeped in pagan traditions where the crowning of the May Queen is the highlight of the day until suddenly she goes missing.,2013.0,"['drama', 'fantasy', 'thriller']",1.0,tvMiniSeries,59,6.6,1534.0,amazon prime,
SHOW,Spies of Warsaw,TV-14,"A military attaché at the French embassy is drawn into a world of abduction, betrayal and intrigue in the diplomatic salons and back alleys of Warsaw. A classic tale of spying, intrigue, and romance, based on the novels of Alan Furst and adapted by Dick Clement and Ian La Frenais.",2013.0,"['drama', 'action', 'romance', 'war', 'european']",1.0,tvMiniSeries,120,6.7,2417.0,amazon prime,
MOVIE,Afflicted,R,Two friends' tour of Europe takes a dark turn when one of them contracts a mysterious illness. They race to find out what it is and how to cure it before the sickness consumes him completely.,2014.0,"['thriller', 'horror', 'action']",,movie,85,6.2,24022.0,amazon prime,
SHOW,The Island with Bear Grylls,TV-14,"Generations have wondered if they could survive being stranded on a desert island. But how would people cope if they had to do it, for real, and with only themselves to rely on? Adventurer Bear Grylls abandons 13 British men on a remote, uninhabited Pacific island for a month. They will be completely alone, filming themselves, and with only the clothes they're wearing and some basic tools. The island may look like paradise but behind the beaches it can be hell on earth. When stripped of all the luxuries and conveniences of 21st-century living, does modern British man still have the spirit and resources to survive?",2014.0,['reality'],6.0,tvSeries,47,7.2,1298.0,amazon prime,
MOVIE,Hector and the Search for Happiness,R,"Hector is a quirky psychiatrist who has become increasingly tired of his humdrum life. As he tells his girlfriend, Clara, he feels like a fraud: he hasn’t really tasted life, and yet he’s offering advice to patients who are just not getting any happier. So Hector decides to break out of his deluded and routine driven life. Armed with buckets of courage and child-like curiosity, he embarks on a global quest in hopes of uncovering the elusive secret formula for true happiness. And so begins a larger than life adventure with riotously funny results.",2014.0,"['drama', 'comedy', 'european']",,movie,120,6.9,48550.0,amazon prime,
MOVIE,Dead Snow 2: Red vs. Dead,R,"The gruesome Nazi Zombies are back to finish their mission, but our hero is not willing to die. He is gathering his own army to give them a final fight.",2014.0,"['horror', 'european', 'action', 'comedy', 'fantasy']",,movie,100,6.8,24966.0,amazon prime,
SHOW,Transparent,TV-MA,An LA family with serious boundary issues have their past and future unravel when a dramatic admission causes everyone's secrets to spill out.,2014.0,"['comedy', 'drama']",5.0,tvSeries,30,7.8,22706.0,amazon prime,
SHOW,Odd Squad,TV-Y,Odd Squad saves the day whenever something unusual happens.,2014.0,"['comedy', 'scifi', 'action', 'crime', 'family']",3.0,tvSeries,27,7.1,1165.0,amazon prime,
MOVIE,Earth to Echo,PG,"After a construction project begins digging in their neighbourhood, best friends Tuck, Munch and Alex inexplicably begin to receive strange, encoded messages on their cell phones. Convinced something bigger is going on, they go to their parents and the authorities. The three embark on a secret adventure to crack the code and follow it to its source, and discover a mysterious being from another world who desperately needs their help. The journey that follows will change all their lives forever.",2014.0,"['action', 'scifi', 'family']",,movie,91,5.7,19178.0,amazon prime,
MOVIE,The Angriest Man in Brooklyn,R,"After learning that a brain aneurysm will kill him in about 90 minutes, a perpetually unhappy man struggles to come to terms with his fate and make amends with everyone he has ever hurt.",2014.0,"['comedy', 'drama']",,movie,83,5.7,22659.0,amazon prime,
SHOW,The Next Step,TV-G,Follow the lives of an elite group of young dancers who train at The Next Step Studio.,2013.0,"['drama', 'romance', 'family']",7.0,tvSeries,30,6.0,2002.0,amazon prime,
MOVIE,Valley Uprising,,"In the shady campgrounds of Yosemite valley, climbers carved out a counterculture lifestyle of dumpster-diving and wild parties that clashed with the conservative values of the National Park Service. And up on the walls, generation after generation has pushed the limits of climbing, vying amongst each other for supremacy on Yosemite's cliffs. ""Valley Uprising"" is the riveting, unforgettable tale of this bold rock climbing tradition in Yosemite National Park: half a century of struggle against the laws of gravity -- and the laws of the land.",2014.0,"['action', 'documentation']",,movie,103,8.1,5877.0,amazon prime,
MOVIE,Before I Go to Sleep,R,"A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.",2014.0,"['thriller', 'european', 'horror', 'drama']",,movie,92,6.3,79335.0,amazon prime,
MOVIE,After the Dark,R,"At an international school in Jakarta, a philosophy teacher challenges his class of twenty graduating seniors to choose which ten of them would take shelter underground and reboot the human race in the event of a nuclear apocalypse.",2013.0,"['fantasy', 'scifi', 'thriller', 'drama']",,movie,107,5.6,22528.0,amazon prime,
MOVIE,Knights of Badassdom,R,Three best friends and dedicated roleplayers take to the woods to reenact a dungeons and dragons-like scenario as a live action role-playing game. Trouble arises when a prop spellbook purchased from the internet ends up being a genuine grimoire and they unwittingly conjure up a blood-lusting succubus from hell.,2013.0,"['horror', 'fantasy', 'comedy', 'action']",,movie,86,5.5,20710.0,amazon prime,
MOVIE,Blood of Redemption,R,"Quinn Forte had it all: power, money, a brother who idolized him, and a woman who loved him. He also had enemies. In the course of one night, he loses everything. Betrayed by someone in his inner circle, Quinn is set up and arrested. His father, the patriarch of the criminal empire is killed and his brother suspects that Quinn is behind it all. When he's released from jail he tries to escape the demons from his past, but that becomes an impossible task. Campbell, the ruthless new leader of ""The Company"" won't let him leave in peace. So instead of escaping them, Quinn fights back. He joins forces with his former henchman and friend, The Swede, and takes on his enemies head on.",2013.0,"['thriller', 'action', 'crime', 'drama']",,movie,85,4.4,1704.0,amazon prime,
MOVIE,The Lifeguard,R,A former valedictorian quits her reporter job in New York and returns to the place she last felt happy: her childhood home in Connecticut. She gets work as a lifeguard and starts a dangerous relationship with a troubled teenager.,2013.0,"['comedy', 'drama', 'romance']",,movie,98,5.6,14841.0,amazon prime,
MOVIE,Cuban Fury,R,"Beneath Bruce Garrett's under-confident, overweight exterior, the passionate heart of a salsa king lies dormant. Now, one woman is about to reignite his Latin fire.",2014.0,"['comedy', 'european', 'romance', 'sport']",,movie,98,6.2,19217.0,amazon prime,
MOVIE,Afternoon Delight,R,"Rachel is a quick-witted and lovable stay-at-home mom. Frustrated with the realities of preschool auctions, a lacklustre sex life and career that's gone kaput, she visits a strip club to spice up her marriage and meets McKenna, a stripper she adopts as her live-in nanny.",2013.0,"['drama', 'comedy']",,movie,98,5.7,10785.0,amazon prime,
SHOW,INXS : Never Tear Us Apart,TV-MA,"The uncensored story of one of Australia's most successful bands, INXS. A story of mateship, a story of success and excess, talent and sheer bloody will, set to a pulsating soundtrack including all of INXSs greatest hits.",2014.0,"['drama', 'animation']",1.0,tvMiniSeries,180,7.7,1350.0,amazon prime,
SHOW,The Mill,,"Powerful historical drama series, based on the lives of real people, telling the story of young 19th-century apprentices taking their lives into their own hands for the first time.",2013.0,['drama'],2.0,tvSeries,60,7.5,1134.0,amazon prime,
MOVIE,The Grand Seduction,PG-13,"A small fishing village must procure a local doctor to secure a lucrative business contract. When unlikely candidate and big city doctor Paul Lewis lands in their lap for a trial residence, the townsfolk rally together to charm him into staying. As the doctor’s time in the village winds to a close, acting mayor Murray French has no choice but to pull out all the stops and begin The Grand Seduction.",2014.0,['comedy'],,movie,113,7.0,17890.0,amazon prime,
SHOW,Alpha House,TV-MA,"Four Republican senators share the same D.C. house rental, and face re-election battles, looming indictments, and parties -- all with a sense of humor.",2013.0,"['drama', 'comedy']",2.0,tvSeries,25,7.5,4659.0,amazon prime,
MOVIE,Ragnarok,PG-13,"Archaeologist Sigurd Svendsen discovers that the Oseberg ship hides a secret from the Viking Age. Along with his two children put Sigurd out on a quest to find the truth. The mystery leads them into ""No Man's Land"" between Norway and Russia where no man traveling in modern times. Old runes take on new meaning when the secret they uncover is more frightening than anyone could have imagined.",2013.0,"['action', 'european', 'fantasy']",,movie,100,5.9,8339.0,amazon prime,
MOVIE,The Starving Games,PG-13,"In this Hunger Games spoof, Kantmiss Evershot must fight for her life in the 75th annual Starving Games, where she could also win an old ham, a coupon for a foot-long sub, and a partially eaten pickle.",2013.0,"['comedy', 'scifi']",,movie,83,3.2,20828.0,amazon prime,
MOVIE,A Brilliant Young Mind,,A socially awkward teenage math prodigy finds new confidence and new friendships when he lands a spot on the British squad at the International Mathematics Olympiad.,2014.0,"['drama', 'romance']",,movie,111,7.1,29314.0,amazon prime,
MOVIE,Two Night Stand,R,"After an extremely regrettable one night stand, two strangers wake up to find themselves snowed in after sleeping through a blizzard that put all of Manhattan on ice. They're now trapped together in a tiny apartment, forced to get to know each other way more than any one night stand should.",2014.0,"['romance', 'comedy']",,movie,86,6.3,70734.0,amazon prime,
SHOW,Xiaolin Chronicles,,"The team of ""Xiaolin Showdown"" return in this seuqel series to hunt down Shen Gon Wu. By their side, a new ally joins them in the fight of good vs. evil.",2013.0,"['scifi', 'comedy', 'drama', 'fantasy', 'animation', 'action', 'family', 'european']",1.0,tvSeries,22,6.7,1064.0,amazon prime,
SHOW,My Love From Another Star,TV-14,"Do Min Joon is an otherworldly beauty, literally. After crash landing on Earth 400 years ago, Min Joon has diligently observed humans for centuries, ultimately coming to cynical conclusions. On top of being a super babe, Min Joon's got enhanced vision, hearing and agility — all the more reason to believe he's superior to everyone on Earth. That is, until he pursues the beautiful actress Cheon Song Yi for a romance out of this world.",2013.0,"['scifi', 'comedy', 'romance', 'drama', 'fantasy']",1.0,tvSeries,60,8.2,12948.0,amazon prime,
MOVIE,Outcast,,"A mysterious warrior teams up with the daughter and son of a deposed Chinese Emperor to defeat their cruel Uncle, who seeks their deaths.",2014.0,"['action', 'thriller', 'drama', 'european']",,movie,99,4.6,13652.0,amazon prime,
MOVIE,No No: A Dockumentary,,"Dock Ellis pitched a no-hitter on LSD, then worked for decades counseling drug abusers. Dock's soulful style defined 1970s baseball as he kept hitters honest and embarrassed the establishment. An ensemble cast of teammates, friends, and family investigate his life on the field, in the media, and out of the spotlight.",2014.0,"['documentation', 'sport']",,movie,100,7.2,1659.0,amazon prime,
